user_id,nama,usia,jenis_kelamin,kota_asal,segmen,preferensi_kategori,budget_per_trip,tipe_akomodasi,jumlah_trip,member_sejak,rating_rata_rata,is_active
USR00027,Wisatawan_00027,56,Laki-laki,Yogyakarta,Family,Alam|Bahari|Religi|Budaya,8752576,Budget,3,2022-07-24,4.14,True
USR00028,Wisatawan_00028,20,Laki-laki,Yogyakarta,Backpacker,Budaya|Religi|Petualangan,1199518,Villa,1,2025-06-28,3.61,True
USR00029,Wisatawan_00029,52,Laki-laki,Palembang,Backpacker,Pantai|Alam,1274302,Luxury,29,2025-11-23,4.85,True
USR00030,Wisatawan_00030,61,Laki-laki,Semarang,Family,Petualangan|Budaya|Kuliner|Edukasi,14189285,Midrange,26,2025-02-15,4.82,True
USR00031,Wisatawan_00031,29,Laki-laki,Makassar,Honeymoon,Gunung|Petualangan,4953700,Budget,28,2023-06-25,3.83,False
USR00032,Wisatawan_00032,40,Laki-laki,Jakarta,Honeymoon,Kuliner|Petualangan|Sejarah|Budaya,3409209,Budget,25,2024-07-21,4.03,False
USR00033,Wisatawan_00033,61,Laki-laki,Surabaya,Group Tour,Budaya|Alam|Pantai,4277886,Budget,20,2023-09-07,4.02,True
USR00034,Wisatawan_00034,45,Laki-laki,Palembang,Group Tour,Kuliner|Alam|Pantai|Sejarah,5790127,Hostel,1,2023-03-16,4.89,True
USR00035,Wisatawan_00035,41,Perempuan,Bekasi,Solo Traveler,Gunung|Alam|Bahari,2086982,Hostel,11,2023-11-11,4.55,True
USR00036,Wisatawan_00036,30,Perempuan,Yogyakarta,Solo Traveler,Budaya|Alam|Petualangan|Bahari,7077832,Budget,10,2024-07-05,3.82,True
USR00037,Wisatawan_00037,47,Laki-laki,Depok,Solo Traveler,Budaya|Gunung|Alam,5209105,Villa,22,2022-07-27,4.43,True
USR00038,Wisatawan_00038,33,Laki-laki,Bandung,Honeymoon,Pantai|Kuliner,3384422,Hostel,20,2025-09-16,4.18,True
USR00039,Wisatawan_00039,63,Perempuan,Medan,Solo Traveler,Pantai|Gunung,5647136,Hostel,8,2025-02-17,4.71,False
USR00040,Wisatawan_00040,21,Laki-laki,Tangerang,Group Tour,Religi|Bahari,3590426,Villa,20,2024-05-04,4.93,False
USR00041,Wisatawan_00041,57,Perempuan,Balikpapan,Group Tour,Religi|Edukasi,5079760,Luxury,25,2024-09-24,4.76,True
USR00042,Wisatawan_00042,51,Laki-laki,Makassar,Solo Traveler,Gunung|Alam|Kuliner,6757546,Luxury,11,2024-04-29,4.84,True
USR00043,Wisatawan_00043,26,Perempuan,Denpasar,Family,Kuliner|Gunung,6879923,Hostel,14,2024-04-06,4.31,False
USR00044,Wisatawan_00044,21,Perempuan,Balikpapan,Family,Pantai|Petualangan|Religi|Edukasi,10048838,Luxury,10,2023-12-07,4.78,False
USR00045,Wisatawan_00045,52,Laki-laki,Tangerang,Group Tour,Alam|Petualangan,6560449,Hostel,1,2023-12-09,4.0,False
USR00046,Wisatawan_00046,64,Laki-laki,Bekasi,Family,Pantai|Petualangan|Edukasi|Religi,10841505,Hostel,5,2023-07-13,3.77,True
USR00047,Wisatawan_00047,42,Perempuan,Semarang,Honeymoon,Petualangan|Alam|Edukasi,3275535,Luxury,27,2025-08-29,4.21,True
USR00048,Wisatawan_00048,40,Laki-laki,Padang,Family,Pantai|Edukasi|Kuliner|Gunung,13907607,Budget,20,2025-04-06,3.86,False
USR00049,Wisatawan_00049,60,Laki-laki,Tangerang,Backpacker,Alam|Sejarah|Budaya|Edukasi,1682729,Villa,24,2025-06-23,4.67,True
USR00050,Wisatawan_00050,37,Laki-laki,Balikpapan,Backpacker,Edukasi|Petualangan|Bahari,1713589,Midrange,3,2022-10-19,4.54,True
USR00051,Wisatawan_00051,24,Laki-laki,Padang,Honeymoon,Pantai|Sejarah|Petualangan|Bahari,7239980,Luxury,3,2023-04-13,4.47,True
USR00052,Wisatawan_00052,44,Perempuan,Semarang,Solo Traveler,Religi|Budaya|Petualangan|Gunung,2385324,Villa,21,2024-08-08,4.42,False
USR00053,Wisatawan_00053,47,Perempuan,Semarang,Solo Traveler,Gunung|Alam,7632292,Hostel,8,2023-07-07,4.35,False
USR00054,Wisatawan_00054,39,Perempuan,Bandung,Backpacker,Kuliner|Sejarah|Alam,1536635,Luxury,9,2022-10-11,4.55,True
USR00055,Wisatawan_00055,53,Laki-laki,Surabaya,Backpacker,Petualangan|Religi,1583445,Villa,25,2024-10-08,4.54,False
USR00056,Wisatawan_00056,46,Perempuan,Medan,Backpacker,Kuliner|Alam|Sejarah,695147,Hostel,18,2023-02-21,4.02,True
USR00057,Wisatawan_00057,40,Perempuan,Makassar,Solo Traveler,Gunung|Kuliner,3772611,Luxury,4,2023-02-11,4.93,True
USR00058,Wisatawan_00058,30,Perempuan,Denpasar,Family,Bahari|Alam|Gunung|Petualangan,11123504,Midrange,10,2024-11-04,4.04,True
USR00059,Wisatawan_00059,18,Perempuan,Jakarta,Group Tour,Bahari|Alam,2561854,Midrange,21,2023-05-14,3.65,True
USR00060,Wisatawan_00060,54,Perempuan,Tangerang,Honeymoon,Budaya|Pantai|Alam,5437586,Hostel,4,2025-10-02,4.1,True
USR00061,Wisatawan_00061,54,Laki-laki,Padang,Backpacker,Alam|Gunung|Kuliner|Pantai,818194,Villa,25,2023-10-14,4.41,True
USR00062,Wisatawan_00062,51,Perempuan,Makassar,Solo Traveler,Petualangan|Alam|Pantai|Bahari,5279189,Budget,25,2024-12-14,4.44,True
USR00063,Wisatawan_00063,60,Laki-laki,Bandung,Backpacker,Gunung|Budaya|Pantai|Kuliner,829372,Hostel,23,2022-10-15,4.2,True
USR00064,Wisatawan_00064,32,Perempuan,Denpasar,Honeymoon,Gunung|Kuliner|Alam,7430375,Villa,22,2025-01-03,4.14,True
USR00065,Wisatawan_00065,59,Laki-laki,Surabaya,Family,Budaya|Alam,7456573,Villa,24,2022-12-05,4.88,False
USR00066,Wisatawan_00066,25,Perempuan,Denpasar,Solo Traveler,Alam|Bahari|Religi,7277049,Hostel,3,2022-10-07,3.56,False
USR00067,Wisatawan_00067,65,Perempuan,Jakarta,Honeymoon,Kuliner|Pantai,6564317,Luxury,19,2025-11-22,4.64,True
USR00068,Wisatawan_00068,48,Perempuan,Balikpapan,Group Tour,Budaya|Petualangan|Religi,6965257,Budget,16,2024-03-02,4.11,True
USR00069,Wisatawan_00069,60,Perempuan,Palembang,Backpacker,Religi|Alam|Petualangan|Edukasi,837274,Villa,2,2023-07-27,3.63,True
USR00070,Wisatawan_00070,38,Laki-laki,Yogyakarta,Backpacker,Religi|Petualangan|Pantai|Gunung,1347616,Villa,12,2022-08-17,4.63,False
USR00071,Wisatawan_00071,21,Laki-laki,Balikpapan,Family,Religi|Edukasi|Gunung,7480460,Budget,21,2022-09-15,4.7,True
USR00072,Wisatawan_00072,37,Perempuan,Surabaya,Group Tour,Gunung|Religi,1614709,Budget,21,2025-04-03,4.25,True
USR00073,Wisatawan_00073,50,Perempuan,Tangerang,Honeymoon,Religi|Bahari,4985385,Midrange,13,2025-01-18,4.88,True
USR00074,Wisatawan_00074,22,Perempuan,Semarang,Honeymoon,Alam|Pantai|Edukasi|Sejarah,7981668,Luxury,27,2022-10-29,4.37,False
USR00075,Wisatawan_00075,27,Perempuan,Semarang,Solo Traveler,Bahari|Edukasi|Petualangan,6017941,Hostel,30,2024-04-24,4.8,True
USR00076,Wisatawan_00076,54,Perempuan,Jakarta,Solo Traveler,Religi|Petualangan|Bahari,3459263,Midrange,16,2025-11-29,3.69,True
USR00077,Wisatawan_00077,24,Perempuan,Jakarta,Solo Traveler,Budaya|Petualangan|Edukasi|Pantai,2336442,Hostel,26,2024-08-19,4.01,False
USR00078,Wisatawan_00078,59,Perempuan,Semarang,Backpacker,Religi|Bahari|Pantai|Alam,1189051,Budget,8,2022-07-31,4.53,True
USR00079,Wisatawan_00079,32,Laki-laki,Padang,Backpacker,Gunung|Religi|Budaya|Sejarah,1410104,Luxury,29,2025-12-15,3.57,True
USR00080,Wisatawan_00080,36,Perempuan,Bandung,Honeymoon,Bahari|Petualangan,4644394,Villa,22,2025-02-09,3.75,True
USR00081,Wisatawan_00081,57,Laki-laki,Tangerang,Solo Traveler,Budaya|Kuliner|Religi|Sejarah,6698507,Luxury,15,2024-09-08,4.5,False
USR00082,Wisatawan_00082,36,Laki-laki,Tangerang,Group Tour,Edukasi|Alam|Petualangan,2825195,Luxury,15,2024-06-04,3.8,False
USR00083,Wisatawan_00083,48,Perempuan,Bekasi,Backpacker,Edukasi|Alam|Bahari,997456,Budget,27,2022-06-05,4.09,True
USR00084,Wisatawan_00084,54,Perempuan,Pekanbaru,Backpacker,Kuliner|Sejarah|Edukasi,1771726,Midrange,20,2024-09-17,4.52,True
USR00085,Wisatawan_00085,58,Laki-laki,Makassar,Backpacker,Pantai|Sejarah|Budaya,1815875,Budget,30,2024-06-18,3.99,False
USR00086,Wisatawan_00086,29,Perempuan,Depok,Family,Alam|Budaya|Edukasi|Petualangan,5217273,Hostel,26,2024-06-18,4.62,True
USR00087,Wisatawan_00087,25,Laki-laki,Padang,Solo Traveler,Petualangan|Bahari,2131656,Luxury,3,2023-11-27,3.52,True
USR00088,Wisatawan_00088,47,Perempuan,Bekasi,Honeymoon,Sejarah|Gunung|Kuliner,7144093,Hostel,1,2022-08-24,4.83,True
USR00089,Wisatawan_00089,57,Laki-laki,Yogyakarta,Family,Alam|Petualangan|Gunung,13865803,Midrange,2,2025-11-28,3.96,False
USR00090,Wisatawan_00090,25,Laki-laki,Palembang,Backpacker,Sejarah|Bahari|Petualangan,992411,Villa,24,2025-04-02,4.83,True
USR00091,Wisatawan_00091,49,Perempuan,Jakarta,Group Tour,Sejarah|Kuliner|Religi|Bahari,4923524,Midrange,28,2024-02-01,3.65,True
USR00092,Wisatawan_00092,52,Perempuan,Makassar,Honeymoon,Gunung|Religi,2007930,Budget,22,2024-12-05,4.46,True
USR00093,Wisatawan_00093,21,Laki-laki,Padang,Honeymoon,Kuliner|Gunung|Edukasi|Alam,3543203,Midrange,27,2024-10-23,3.99,True
USR00094,Wisatawan_00094,56,Laki-laki,Bandung,Backpacker,Alam|Budaya|Gunung|Sejarah,1081487,Budget,5,2026-01-13,4.04,True
USR00095,Wisatawan_00095,55,Laki-laki,Makassar,Honeymoon,Budaya|Petualangan,1632381,Villa,4,2025-10-05,4.21,True
USR00096,Wisatawan_00096,50,Perempuan,Depok,Group Tour,Edukasi|Pantai,2414811,Villa,10,2023-07-20,4.47,True
USR00097,Wisatawan_00097,21,Perempuan,Yogyakarta,Solo Traveler,Religi|Edukasi,4869009,Budget,29,2025-08-31,3.98,True
USR00098,Wisatawan_00098,22,Perempuan,Palembang,Family,Bahari|Alam|Religi|Edukasi,7614002,Villa,14,2025-07-24,4.69,True
USR00099,Wisatawan_00099,59,Laki-laki,Palembang,Group Tour,Kuliner|Petualangan|Sejarah,7546843,Hostel,13,2023-10-15,4.59,True
USR00100,Wisatawan_00100,45,Perempuan,Semarang,Honeymoon,Religi|Gunung,7079329,Budget,27,2025-08-22,3.64,True
USR00101,Wisatawan_00101,65,Laki-laki,Bekasi,Honeymoon,Bahari|Sejarah|Gunung|Kuliner,2591487,Luxury,28,2022-05-22,4.91,False
USR00102,Wisatawan_00102,64,Perempuan,Semarang,Backpacker,Edukasi|Bahari,1103202,Midrange,5,2022-06-09,4.22,True
USR00103,Wisatawan_00103,40,Laki-laki,Padang,Group Tour,Edukasi|Kuliner|Petualangan,4583325,Villa,25,2022-08-19,4.42,True
USR00104,Wisatawan_00104,56,Laki-laki,Makassar,Honeymoon,Alam|Sejarah|Bahari|Pantai,1742876,Midrange,28,2025-04-25,4.35,False
USR00105,Wisatawan_00105,22,Laki-laki,Surabaya,Family,Bahari|Kuliner|Petualangan|Edukasi,13622863,Hostel,11,2025-03-27,4.06,True
USR00106,Wisatawan_00106,54,Laki-laki,Bandung,Group Tour,Edukasi|Pantai,2212671,Budget,9,2023-08-20,4.49,False
USR00107,Wisatawan_00107,56,Perempuan,Medan,Solo Traveler,Gunung|Sejarah|Petualangan|Pantai,4974425,Luxury,22,2022-04-25,4.39,True
USR00108,Wisatawan_00108,20,Laki-laki,Jakarta,Family,Alam|Kuliner,9631419,Midrange,25,2024-09-07,3.93,True
USR00109,Wisatawan_00109,18,Perempuan,Bandung,Solo Traveler,Petualangan|Bahari,7766408,Midrange,17,2022-12-26,4.75,True
USR00110,Wisatawan_00110,22,Laki-laki,Palembang,Solo Traveler,Religi|Gunung,7724693,Luxury,19,2023-09-17,4.36,False
USR00111,Wisatawan_00111,36,Laki-laki,Semarang,Backpacker,Edukasi|Religi,1349414,Luxury,3,2023-09-02,4.77,True
USR00112,Wisatawan_00112,45,Laki-laki,Palembang,Group Tour,Sejarah|Kuliner|Edukasi,4859216,Midrange,3,2023-04-04,4.45,True
USR00113,Wisatawan_00113,40,Laki-laki,Medan,Honeymoon,Budaya|Alam,7601698,Midrange,6,2022-09-28,3.73,True
USR00114,Wisatawan_00114,29,Perempuan,Yogyakarta,Solo Traveler,Edukasi|Sejarah|Bahari|Gunung,5391920,Hostel,3,2023-06-28,4.16,True
USR00115,Wisatawan_00115,35,Perempuan,Depok,Group Tour,Alam|Religi,1971205,Hostel,2,2025-10-19,4.05,True
USR00116,Wisatawan_00116,22,Perempuan,Tangerang,Backpacker,Bahari|Pantai|Religi|Petualangan,1789766,Villa,21,2025-01-23,3.98,False
USR00117,Wisatawan_00117,50,Perempuan,Surabaya,Family,Gunung|Bahari|Budaya,4038068,Budget,8,2023-08-31,4.99,True
USR00118,Wisatawan_00118,41,Perempuan,Palembang,Honeymoon,Edukasi|Pantai|Sejarah,3873083,Budget,11,2025-08-03,4.34,False
USR00119,Wisatawan_00119,36,Laki-laki,Semarang,Honeymoon,Edukasi|Budaya,7571117,Luxury,10,2022-06-10,4.55,False
USR00120,Wisatawan_00120,26,Laki-laki,Makassar,Group Tour,Petualangan|Sejarah|Budaya|Bahari,7446130,Villa,3,2022-06-30,4.51,True
USR00121,Wisatawan_00121,19,Laki-laki,Medan,Honeymoon,Religi|Kuliner|Bahari,4090956,Midrange,5,2025-09-07,3.94,True
USR00122,Wisatawan_00122,50,Laki-laki,Yogyakarta,Group Tour,Edukasi|Budaya|Petualangan,7696194,Midrange,6,2025-02-07,4.75,True
USR00123,Wisatawan_00123,64,Perempuan,Semarang,Solo Traveler,Kuliner|Religi|Alam|Petualangan,1866518,Hostel,8,2023-02-15,3.86,False
USR00124,Wisatawan_00124,30,Perempuan,Tangerang,Honeymoon,Petualangan|Bahari|Edukasi,7190050,Midrange,27,2024-12-31,4.7,True
USR00125,Wisatawan_00125,34,Perempuan,Pekanbaru,Backpacker,Bahari|Gunung|Edukasi,1844649,Luxury,3,2025-03-21,3.91,True
USR00126,Wisatawan_00126,45,Perempuan,Balikpapan,Backpacker,Pantai|Petualangan|Edukasi,965647,Hostel,17,2024-01-09,3.85,True
USR00127,Wisatawan_00127,41,Perempuan,Balikpapan,Family,Sejarah|Budaya,3472908,Midrange,2,2024-07-05,4.88,False
USR00128,Wisatawan_00128,62,Perempuan,Tangerang,Family,Pantai|Gunung|Edukasi|Budaya,14836932,Midrange,27,2025-04-12,4.32,False
USR00129,Wisatawan_00129,25,Perempuan,Surabaya,Honeymoon,Kuliner|Petualangan,3493470,Villa,15,2025-10-07,3.67,False
USR00130,Wisatawan_00130,56,Laki-laki,Denpasar,Group Tour,Alam|Petualangan,1637869,Budget,20,2024-02-21,3.86,False
USR00131,Wisatawan_00131,29,Perempuan,Surabaya,Backpacker,Bahari|Edukasi|Pantai|Kuliner,1597826,Hostel,2,2022-07-22,4.08,True
USR00132,Wisatawan_00132,34,Laki-laki,Semarang,Backpacker,Gunung|Sejarah,1248880,Midrange,2,2024-02-22,4.32,True
USR00133,Wisatawan_00133,61,Perempuan,Yogyakarta,Solo Traveler,Budaya|Gunung,7333347,Hostel,2,2024-06-22,3.8,True
USR00134,Wisatawan_00134,20,Perempuan,Pekanbaru,Honeymoon,Religi|Alam|Pantai|Petualangan,4101105,Midrange,10,2024-02-12,4.79,True
USR00135,Wisatawan_00135,59,Laki-laki,Padang,Honeymoon,Petualangan|Edukasi|Religi,3791907,Hostel,11,2025-01-26,4.24,False
USR00136,Wisatawan_00136,41,Laki-laki,Denpasar,Group Tour,Gunung|Petualangan|Budaya,3737415,Villa,10,2024-04-26,3.65,True
USR00137,Wisatawan_00137,60,Perempuan,Bekasi,Honeymoon,Petualangan|Budaya|Religi|Bahari,4071073,Hostel,2,2024-02-21,4.42,False
USR00138,Wisatawan_00138,35,Perempuan,Semarang,Backpacker,Budaya|Pantai|Edukasi|Petualangan,657372,Villa,22,2023-08-30,3.55,True
USR00139,Wisatawan_00139,33,Perempuan,Bekasi,Honeymoon,Edukasi|Budaya,4537939,Hostel,12,2024-01-13,4.17,True
USR00140,Wisatawan_00140,54,Perempuan,Palembang,Family,Alam|Kuliner|Gunung,11882862,Budget,24,2025-01-27,4.25,False
USR00141,Wisatawan_00141,53,Perempuan,Denpasar,Backpacker,Kuliner|Alam|Religi,1048985,Midrange,4,2025-05-11,4.78,False
USR00142,Wisatawan_00142,29,Perempuan,Yogyakarta,Solo Traveler,Gunung|Bahari|Alam,2236442,Luxury,28,2025-03-27,4.57,True
USR00143,Wisatawan_00143,41,Laki-laki,Medan,Group Tour,Kuliner|Religi,3381075,Budget,12,2023-01-05,4.36,False
USR00144,Wisatawan_00144,53,Laki-laki,Surabaya,Family,Petualangan|Religi|Edukasi,13266789,Hostel,27,2022-11-23,3.61,True
USR00145,Wisatawan_00145,59,Perempuan,Yogyakarta,Backpacker,Sejarah|Budaya|Bahari|Petualangan,1443664,Midrange,14,2023-04-20,4.87,True
USR00146,Wisatawan_00146,25,Perempuan,Bandung,Group Tour,Sejarah|Kuliner,2783586,Luxury,17,2024-07-11,4.77,True
USR00147,Wisatawan_00147,30,Laki-laki,Yogyakarta,Group Tour,Edukasi|Bahari|Gunung,3802262,Villa,21,2025-03-04,4.39,True
USR00148,Wisatawan_00148,28,Perempuan,Pekanbaru,Group Tour,Pantai|Edukasi|Gunung|Bahari,7545105,Villa,9,2022-06-20,3.82,False
USR00149,Wisatawan_00149,57,Perempuan,Yogyakarta,Backpacker,Religi|Kuliner|Petualangan,1544461,Luxury,15,2025-09-16,4.53,True
USR00150,Wisatawan_00150,46,Perempuan,Medan,Solo Traveler,Edukasi|Budaya|Sejarah,5562192,Luxury,24,2024-03-07,4.96,True
USR00151,Wisatawan_00151,41,Laki-laki,Semarang,Group Tour,Religi|Gunung,6211471,Luxury,15,2024-09-23,3.71,True
USR00152,Wisatawan_00152,36,Perempuan,Medan,Solo Traveler,Sejarah|Edukasi,6662160,Midrange,25,2025-03-23,4.25,False
USR00153,Wisatawan_00153,49,Laki-laki,Surabaya,Honeymoon,Bahari|Religi|Kuliner,5672244,Midrange,19,2024-02-21,3.57,True
USR00154,Wisatawan_00154,49,Perempuan,Makassar,Group Tour,Pantai|Gunung|Petualangan|Bahari,6988330,Luxury,24,2024-01-25,4.65,True
USR00155,Wisatawan_00155,20,Laki-laki,Semarang,Solo Traveler,Alam|Gunung|Petualangan|Edukasi,1929141,Hostel,25,2023-01-13,3.92,True
USR00156,Wisatawan_00156,26,Perempuan,Padang,Backpacker,Bahari|Sejarah|Budaya,1326075,Midrange,20,2023-04-07,4.1,True
USR00157,Wisatawan_00157,20,Perempuan,Padang,Backpacker,Bahari|Religi|Budaya,787386,Villa,29,2023-03-25,3.71,True
USR00158,Wisatawan_00158,28,Perempuan,Bekasi,Solo Traveler,Bahari|Edukasi|Religi,6671580,Villa,10,2023-06-16,4.72,True
USR00159,Wisatawan_00159,39,Perempuan,Padang,Backpacker,Pantai|Religi|Alam|Sejarah,1373548,Villa,19,2024-11-03,4.58,False
USR00160,Wisatawan_00160,28,Perempuan,Bandung,Group Tour,Kuliner|Pantai|Gunung|Religi,6776646,Budget,15,2024-05-11,4.13,False
USR00161,Wisatawan_00161,62,Perempuan,Pekanbaru,Family,Pantai|Budaya|Kuliner|Alam,9884990,Luxury,22,2023-06-09,4.29,True
USR00162,Wisatawan_00162,29,Perempuan,Depok,Solo Traveler,Alam|Religi|Kuliner,5972193,Midrange,9,2022-12-28,3.95,True
USR00163,Wisatawan_00163,36,Perempuan,Semarang,Family,Sejarah|Bahari|Alam,14580304,Luxury,4,2022-11-26,4.51,False
USR00164,Wisatawan_00164,43,Laki-laki,Makassar,Honeymoon,Alam|Gunung,7984933,Luxury,30,2023-08-22,4.48,False
USR00165,Wisatawan_00165,31,Perempuan,Balikpapan,Family,Alam|Budaya|Gunung|Edukasi,12035838,Villa,8,2024-10-04,3.58,True
USR00166,Wisatawan_00166,58,Laki-laki,Palembang,Family,Religi|Gunung|Budaya,3880654,Budget,18,2025-03-26,4.11,False
USR00167,Wisatawan_00167,48,Perempuan,Makassar,Family,Pantai|Gunung|Kuliner|Alam,7819172,Budget,30,2025-02-19,4.13,True
USR00168,Wisatawan_00168,20,Laki-laki,Balikpapan,Solo Traveler,Alam|Pantai|Bahari|Budaya,5655581,Villa,20,2025-07-08,4.89,True
USR00169,Wisatawan_00169,36,Perempuan,Balikpapan,Solo Traveler,Bahari|Religi,6879718,Luxury,7,2025-06-27,4.0,False
USR00170,Wisatawan_00170,59,Laki-laki,Jakarta,Honeymoon,Sejarah|Alam|Kuliner|Gunung,7528038,Villa,28,2022-07-15,4.85,False
USR00171,Wisatawan_00171,50,Perempuan,Yogyakarta,Honeymoon,Budaya|Edukasi,2227609,Hostel,11,2024-09-22,3.51,False
USR00172,Wisatawan_00172,33,Perempuan,Semarang,Solo Traveler,Edukasi|Pantai|Alam,7822969,Luxury,23,2024-10-17,3.59,True
USR00173,Wisatawan_00173,47,Perempuan,Yogyakarta,Honeymoon,Alam|Gunung|Edukasi|Budaya,2839801,Villa,8,2024-11-21,4.94,False
USR00174,Wisatawan_00174,27,Perempuan,Palembang,Solo Traveler,Bahari|Religi|Kuliner|Petualangan,7772454,Midrange,22,2022-10-11,4.81,True
USR00175,Wisatawan_00175,51,Perempuan,Surabaya,Solo Traveler,Gunung|Pantai|Kuliner|Alam,5930637,Villa,5,2025-03-13,3.99,False
USR00176,Wisatawan_00176,25,Perempuan,Surabaya,Family,Religi|Pantai|Edukasi|Gunung,12783594,Villa,14,2023-07-23,4.35,False
USR00177,Wisatawan_00177,61,Laki-laki,Palembang,Honeymoon,Pantai|Kuliner|Gunung,7567313,Budget,14,2024-03-09,4.55,True
USR00178,Wisatawan_00178,22,Perempuan,Palembang,Solo Traveler,Budaya|Petualangan,1766211,Luxury,29,2023-12-22,4.17,False
USR00179,Wisatawan_00179,42,Laki-laki,Yogyakarta,Backpacker,Gunung|Budaya|Petualangan,1931789,Villa,5,2024-11-13,4.75,True
USR00180,Wisatawan_00180,37,Perempuan,Depok,Solo Traveler,Kuliner|Edukasi|Religi,7149726,Luxury,5,2024-07-28,3.78,True
USR00181,Wisatawan_00181,20,Laki-laki,Medan,Solo Traveler,Gunung|Edukasi,6658349,Villa,2,2023-08-13,4.4,True
USR00182,Wisatawan_00182,33,Perempuan,Medan,Backpacker,Kuliner|Pantai|Budaya|Alam,1343611,Luxury,8,2022-11-21,3.98,True
USR00183,Wisatawan_00183,33,Laki-laki,Palembang,Honeymoon,Alam|Pantai|Budaya,2701755,Hostel,18,2023-05-04,3.57,True
USR00184,Wisatawan_00184,59,Perempuan,Denpasar,Solo Traveler,Petualangan|Budaya|Alam,5899515,Hostel,6,2023-02-07,4.21,True
USR00185,Wisatawan_00185,37,Laki-laki,Depok,Family,Petualangan|Bahari|Budaya,10768273,Hostel,8,2024-09-08,3.81,True
